id;default;legal_form;zip_code;sector;year_inc;count_emp;type_pl;sales;gross_performance;gross_profit;earn_from_op;fin_result;oth_interest_inc;oth_interest_exp;result_from_ord_bus;total_result;annual_profit;total_assets;total_assets_adj;total_liabilities_st;total_liabilities_mt;total_liabilities_lt;bank_liabilities_st;bank_liabilities_mt;bank_liabilities_lt;trade_payables_st;trade_payables_mt;trade_payables_lt;bonds_payables_st;bonds_payables_mt;bonds_payables_lt;total_equity;total_equity_adj;current_assets;monetary_current_assets;cash;trade_receivables_st;trade_receivables_lt;cf_operating;cf_investment;cf_financing
C_468;0;GmbH;82178;26100;1993;;GKV;633378.41;633378.41;630620.28;86225.39;-2802.52;123.11;2925.63;83422.87;74668.64;71849.14;208260.21;208260.21;139340.49;0.0;0.0;;;;;;;;;;68919.72;68919.72;158327.89;81332.39;37342.26;;;100853.44;-12985.2;-33562.99
C_443;0;GmbH & Co. KG;82041;43220;1966;;GKV;28049201.53;28482841.79;12767023.17;1657222.35;73445.0;84573.68;17097.86;1730667.35;1730667.35;1135919.14;11704508.83;11691803.85;2147265.48;0.0;216216.16;50000.0;;;832269.29;;;;;;9341027.19;9328322.21;9485592.43;5505603.37;3497457.5;1670962.51;;1955961.85;-34107.94;-559200.0
C_847;0;GmbH;12101;81301;1980;51.0;GKV;106903.24;106903.24;91285.35;33664.84;-24020.89;32.92;24053.81;9643.95;9643.95;9635.34;864289.89;864289.89;11643.99;0.0;609631.0;;;609631.0;8229.72;;;;;;243014.9;243014.9;46567.89;35633.05;35633.05;;;52654.65;0.0;-50804.0
C_018;0;GmbH;10117;35000;1990;236.0;GKV;13575513.38;13575513.38;2633704.96;199232.7;-129205.33;6189.07;135394.4;70027.37;70027.37;38600.22;4470823.74;4470823.74;3971639.65;85803.67;139331.47;360903.07;63068.56;9987.47;2924447.56;;;;;;274048.95;274048.95;3991598.95;943232.79;279451.92;525279.07;;161068.64;-23070.8;-297632.23
C_023;0;GmbH;10589;43220;1967;;GKV;7960963.8;8236935.6;3259194.9;263716.59;-169194.89;5.11;169200.0;94521.7;94521.7;90365.71;20582397.01;18846136.43;19439061.62;0.0;149857.73;;;;;;;;;;993477.66;-742782.92;15210639.37;6974060.26;1191746.59;5257919.01;;-196137.54;-85243.16;-5256615.91
C_276;0;GmbH;10178;68310;1992;;GKV;1791264.61;2197261.12;860141.41;98576.04;-2739.06;1218.15;3957.21;95836.98;95836.98;82193.01;1361084.95;542449.38;721786.97;0.0;0.0;;;;;;;;;;;-179337.59;1015406.54;260802.45;127321.11;;;-6712.19;-5808.18;94148.87
C_030;0;GmbH;10715;33120;1996;;GKV;4089724.13;3902780.77;1536337.61;164843.32;2680.91;2742.21;61.3;167524.23;167524.23;60410.08;1452046.68;1452046.68;462628.09;0.0;0.0;;;;109812.0;;;;;;989418.59;989418.59;1437312.36;956008.34;507682.47;;;-37091.09;-8063.28;-3013.0
C_724;0;GmbH;10179;55101;1997;;GKV;531151.9;526151.9;456960.21;6590.94;-680.0;;680.0;5910.94;5910.94;5545.41;58903.15;58903.15;39422.32;14771.45;0.0;;;;4700.79;;;;;;4709.38;4709.38;52633.65;53472.53;12862.26;;;18144.12;-621.25;844.25
C_000;0;GmbH;14476;49392;1990;4.0;GKV;22003511.17;21998732.13;20805079.14;9995835.55;-119002.19;;119002.19;9876833.36;9876833.36;-8.939999999999999e-10;40901218.5;40901218.5;11986742.38;0.0;0.0;;;;870839.83;;;;;;28914476.12;28914476.12;35134870.51;34268580.63;4285.53;7464.97;;11143626.87;-1380893.84;-9761123.1
C_706;0;OHG;10589;51100;1998;;GKV;1988544.06;1978291.65;1985990.3;253236.39;-64698.41;767.34;65465.75;188537.98;188537.98;147356.1;1066669.71;760804.86;501271.44;565398.27;0.0;308428.53;;;55021.94;;;;;;0.0;-305864.85;194867.8;131580.32;530.72;;;219588.97;-26835.97;-213160.19
C_648;0;GmbH;14109;82900;1999;270.0;GKV;54128315.45;54477401.21;36707243.16;3430720.97;-524702.21;75560.28;600262.49;2906018.76;2733836.76;1719425.97;24868241.33;24423030.33;12570297.61;0.0;7341773.0;;;;2536738.14;;;;;;4956170.72;4510959.72;21121343.53;14266825.85;1792740.84;5882730.91;;5096774.93;-2473949.23;-2500000.0
C_775;0;GmbH;13053;43210;2000;;GKV;4536343.85;4536343.85;2403089.61;571889.77;294.2;294.2;;572183.97;572183.97;439697.6;1883610.62;1883610.62;1284797.8;0.0;0.0;;;;;;;;;;598812.82;598812.82;1579865.45;1425388.99;1184168.95;;;853946.99;-137969.21;-74877.0
C_435;0;GmbH;12489;85320;2003;57.0;GKV;456588.54;456588.54;238536.54;22198.16;-3787.6;;3787.6;18410.56;18410.56;15493.16;164892.34;164892.34;133305.45;0.0;0.0;58041.54;;;1486.6;;;;;;28731.49;31586.89;98955.94;71782.16;47422.64;;;15913.7;14765.0;3.96e-11
C_524;0;GmbH;14050;68320;2004;;GKV;18130473.31;18441933.31;6285511.66;1319856.71;66657.67;136071.01;49413.34;1386514.38;1386514.38;944692.51;12356675.72;10497310.72;8526214.77;0.0;323544.0;1149.2;;;619709.77;;;;;;1647551.95;1647551.95;11810555.72;9257462.09;5208889.72;728176.85;;2800425.59;-146048.9;-1325000.0
C_508;0;GmbH;10789;68102;2007;;GKV;389060052.2;390929446.3;302731931.8;96338222.51;-36977242.22;1294460.38;21054394.94;59360980.29;67231120.18;44680494.46;986738267.2;986738267.2;166083655.9;281670379.1;310622574.0;37461000.0;251339000.0;305396962.0;9320497.96;;;;;;152057501.6;228361658.3;86540904.02;86169611.33;8412973.44;17915852.91;;80367789.25;-52595702.09;55119344.15
C_699;0;GmbH;12627;43999;2009;;GKV;13861357.61;13861357.61;14692155.93;-2750057.85;-372820.49;3417.5;376237.99;-3122878.34;-3122878.34;-3080212.76;18189775.27;18189775.27;6782008.69;8800000.0;10381.0;;;;109826.41;;;;;;2597385.58;2597385.58;7312000.43;125928.18;533.59;;;-2388595.61;-214315.27;2602474.03
C_038;0;GmbH;10117;96090;1994;21962.0;GKV;17032360.9;17032360.9;4903892.09;-57644.12;-1024.38;955.72;1980.1;-58668.5;-58668.5;-57622.16;5573740.36;4437464.78;5550052.37;0.0;0.0;;;;2730667.86;;;;;;-7.28e-11;-1112587.59;3423167.31;1791436.45;111454.3;39503.95;;-164064.44;-11526.36;182825.86
C_024;1;GmbH;14959;71121;2011;;GKV;29064526.85;29064526.85;18076141.42;-2362407.75;-482934.59;;482934.59;-2845342.34;-2845342.34;-2687136.0;21929329.86;1010135.29;15828834.36;0.0;0.0;;;;2527062.45;;;;;;6100495.5;-14818699.07;21886765.37;998988.29;75718.03;204800.58;;324793.68;-3268.87;-294919.8
C_205;0;Sonst. Gewerbetreibende;38228;77120;1998;;GKV;3214467.37;3214467.37;2933679.21;-19252.15;-40938.39;9253.59;51453.73;-60190.54;-60190.54;-69717.57;1764028.26;1723251.47;293920.95;1006000.0;324259.0;;;;127108.42;;;;;;139848.31;99071.52;439341.57;222170.18;189139.82;;;163911.75;-97592.57;-65673.03
C_548;0;GmbH;38350;55101;1997;;GKV;81499082.84;81499082.84;39098015.09;1941984.41;-74101.78;18069.31;93249.83;1867882.63;1867882.63;1256098.4;37267498.04;16839542.39;17482704.69;0.0;0.0;;;;854201.67;;;;;;19784793.35;-643162.3;34600844.82;15479763.44;13222233.53;1394085.33;;2490031.68;292286.98;-5295000.0
C_613;0;GmbH;38518;86101;1985;718.0;GKV;3796304.74;3796304.74;2268527.34;-85633.26;-27142.89;1123.5;28273.89;-112776.15;-112776.15;-117099.99;2233776.89;2233593.37;973721.25;0.0;0.0;367630.28;;;40521.6;;;;;;1260055.64;1259872.12;1839440.8;261091.65;69643.49;176000.04;;-451919.39;-39452.83;141002.34
C_532;0;GmbH & Co. KG;29223;43911;1955;;GKV;1698254.82;1764345.3;1072192.16;67065.6;-24891.58;1380.34;26581.92;42174.02;42174.02;40157.72;458346.03;454625.3899;444859.81;11123.01;0.0;124846.01;11123.01;;82606.04;;;;;;2363.21;-1357.43;447465.03;222887.78;20041.48;;;61034.39;65461.52;-27474.44
C_295;1;Sonst. Gewerbetreibende;29223;43341;1991;;GKV;22439706.37;22439706.37;12359342.06;448794.13;54684.42;155607.94;100923.52;503478.55;503478.55;375377.71;22784592.26;3570815.15;22332627.26;0.0;451965.0;;;;70841.68;;;;;;5.589999999999999e-09;-19213777.11;2596739.6;918964.92;846466.17;9849.75;;51183.12;-132934.76;-284744.81
C_071;0;GmbH;25813;47430;2001;5.0;GKV;15056346.47;15056346.47;1494352.36;278393.87;-104888.99;255.56;105144.55;173504.88;174692.58;117448.85;5058250.8;5378694.15;4703198.42;87472.21;0.0;1920004.82;;;1632748.03;;;;;;572289.52;588023.52;5030968.08;3964974.09;293973.51;3547038.06;;-961895.18;-7095.42;-1.22e-09
C_234;0;GmbH;24803;70109;2006;;GKV;33774.34;33774.34;27632.37;-3420.21;-87.0;;87.0;-3507.21;-3507.21;-3714.13;39902.5;39902.5;5829.65;1506.29;0.0;;;;1580.73;;;;;;32566.56;32566.56;29967.4;14362.37;10544.54;1069.1;;-3200.82;-4483.49;-2976.01
C_402;0;GmbH;37079;49310;2001;253.0;GKV;120120.27;99169.56;470286.7;46041.25;-248660.08;198.47;248858.55;-202618.83;-202618.83;-207731.06;281765.38;19867.64;281765.38;0.0;0.0;;;;38739.93;;;;;;0.0;-261897.74;52326.88;7702.49;581.36;;;-742288.41;1852709.11;-1776307.92
C_644;0;GmbH;20359;18200;1993;;GKV;3661243.02;3661243.02;1001075.05;127514.71;-3586.25;1624.01;5210.26;123928.46;123928.46;87239.61;1102071.79;1053449.18;762180.6;57993.61;0.0;45053.32;57993.61;;197630.35;;;;;;281897.58;233274.97;865711.73;457572.89;260884.4;;;193282.21;-64047.97;17151.59
C_386;0;AG;20539;52291;1995;102.0;GKV;66809.58;66809.58;66939.73;1189.56;;;;1189.56;1189.56;1218.35;79696.24;79696.24;41016.12;0.0;300.0;;;;;;;;;;38380.12;38380.12;62938.34;63183.79;;;;3690.89;-3278.2;-412.69
C_302;0;GmbH;20097;73200;1997;122.0;GKV;183708203.9;183708203.9;361282634.4;14571152.59;92585342.08;11685517.15;20416300.24;107156494.7;107156494.7;94370957.64;6633315552.0;6633315552.0;5421427150.0;0.0;52917541.0;3465.45;;;3467063582.0;;;;;;1158970861.0;1158970861.0;3122628872.0;3103777016.0;6351317.2;1692145554.0;;-40074707.82;372537.5;-19280.0
C_985;0;AG;16515;1500;2005;9.0;GKV;94474972.45;93752068.12;49836009.91;5254842.04;-2746346.61;88.99;1542812.97;2508495.43;2153851.43;1885844.37;67794024.33;72138774.43;29312381.68;0.0;24392724.0;;;;5874306.36;;;;;;18433668.75;18433668.75;55413660.65;15999600.78;1252865.81;9969054.58;;7726016.4;-7806272.65;6046284.64
C_231;0;GmbH & Co. KG;22299;47540;2006;;GKV;35000785.74;35000785.74;11737352.17;1924158.15;247635.94;300770.15;94427.64;2171794.09;2171794.09;1061791.38;73391037.83;73391037.83;63222696.25;500000.0;1234133.0;;;;216336.45;;;;;;8434208.58;8434208.58;71190746.94;71276833.77;16841898.79;;;10736317.62;67100.13;-40824.0
C_450;0;GmbH;20095;68100;2011;;GKV;17550569.38;17278332.33;7104717.8;3390322.4;-1480654.1;36023.28;1566823.49;1909668.3;1909668.3;1318672.06;89922357.18;89922357.18;7865220.57;6975812.48;28694594.04;404089.02;1694235.97;9650824.12;971710.94;;;;;;46061730.09;46386730.09;8358009.33;3970859.5;3615947.14;85939.83;33569.07;1352478.72;-2639412.62;2472285.39
C_794;0;GmbH;30938;68310;1985;4.0;GKV;151729957.0;154121710.0;96949576.0;28538894.0;-797024.0;151392.0;62452.0;27741870.0;27741870.0;22067263.0;61663468.0;61663468.0;37195025.0;85000.0;41368.0;;;;11051400.0;;;;;;24290561.0;24342075.0;52012498.0;45153753.0;40037309.0;;;8931327.0;-450583.0;-29240170.0
C_799;0;GmbH;31552;70220;1996;;GKV;275458676.2;274657080.2;150280602.7;6471259.28;-2847106.53;16891.42;4578373.53;3624152.75;2301366.75;-1.2099999999999999e-08;189344468.7;190253805.7;46662618.58;22999818.3;86699296.0;;;;13056758.06;;;;;;33892072.8;33892072.8;134488251.7;99474464.4;1603156.93;20239220.1;;7097634.94;-5745802.41;-1813177.37
C_967;0;Sonst. Gewerbetreibende;31303;43220;1999;;GKV;207739238.5;207739238.5;36990050.72;12455704.63;-1729925.96;30555.67;1760481.63;10725778.67;10725778.67;9199217.19;94077257.19;94077257.19;22972765.96;44436732.79;191885.74;;44436732.79;;8438541.06;;;;;;26475872.7;26475872.7;49942850.67;34755051.58;2477111.88;16596580.06;;-44754160.23;-471157.31;41186732.79
C_297;0;GmbH;30159;79110;2002;;GKV;2101888175.0;2101888175.0;935386844.8;23417307.26;-4357835.08;917942.73;5363379.51;19059472.18;19059472.18;5.96e-08;727483278.0;724484472.0;371063146.0;204933653.9;5488733.0;;;;177608033.8;;;;;;145997745.0;142998939.0;595347263.1;93255981.43;18946459.64;30277605.03;;79844854.59;-62598716.89;-19007403.82
C_689;0;GmbH & Co. KG;30419;25920;2006;291.0;GKV;8758.84;8758.84;1310844.44;-632435.39;1518038.16;5407.15;31212.4;885602.77;885602.77;729482.35;8766189.75;8752175.09;1125215.41;333300.0;0.0;133360.0;333300.0;;71936.66;;;;;;7307674.34;7293659.68;1168342.1;1182681.33;299438.83;;;402224.93;-26739.78;-313606.41
C_586;0;GmbH;30853;43210;2007;317.0;UKV;94149420.0;;;3739424.0;-14358.0;2095.0;16453.0;3725066.0;3725066.0;0.0;22086897.0;22086897.0;17569043.0;609000.0;0.0;;;;6515052.0;;;;;;3908854.0;3908854.0;22086897.0;13807615.0;;11442281.0;;2237056.0;0.0;-2384066.0
C_125;0;GmbH;31595;43120;2007;47.0;GKV;126150.86;126150.86;72092.66;-6294.85;-1734.23;14.69;1748.92;-8029.08;-8029.08;-8943.39;42339.82;21706.86;42339.82;0.0;0.0;13821.51;;;10552.5;;;;;;0.0;-20632.96;21453.86;19978.44;5614.48;;;-7385.9;-142.85;-3.64e-12
C_743;0;GmbH & Co. KG;31234;81301;1982;7.0;GKV;3057393.77;3057393.77;1421985.36;364166.5;-2140.48;240.92;2381.4;362026.02;362026.02;242357.41;1088747.31;1087914.31;582430.54;0.0;0.0;64385.42;;;188664.23;;;;;;506316.77;505483.77;965795.31;954047.32;423034.9;529327.42;;414415.4;-84532.37;-100000.0
C_551;0;GmbH;31135;27400;1990;;GKV;878076.89;878076.89;678693.89;76209.94;-13555.33;23.02;13578.35;62654.61;62654.61;59715.61;338452.88;320898.94;338452.88;0.0;0.0;;;;;;;;;;0.0;-17553.94;202022.1;136980.97;38571.01;;;73310.94;1.0;-61515.36
C_875;0;GmbH;31137;45100;1996;35.0;GKV;31569808.36;31569808.36;5609219.29;1026380.5;8075.21;9956.21;1881.0;1034455.71;1034455.71;683250.88;16170682.88;16170682.88;6110128.68;0.0;43395.0;;;;40228.32;;;;;;10017159.2;10017159.2;11137065.6;3706824.09;1007791.54;2593537.51;;-1093100.98;-1303471.19;0.0
C_020;0;GmbH;31157;35300;2008;64.0;GKV;2240942.33;2240942.33;1782395.94;-909659.06;1613.83;59625.0;58011.17;-908045.23;-908045.23;-1.67e-10;2891167.84;2891167.84;1858105.31;0.0;216401.0;;;;1235404.75;;;;;;816661.53;816661.53;2870762.84;2870762.84;1202275.17;693572.95;;305474.39;-1463.11;-428819.77
C_906;0;GmbH;24145;70101;1973;;GKV;2773109.35;2494202.49;626557.01;88346.35;-3753.3;;3753.3;84593.05;84593.05;52845.0;1881743.61;1881347.19;1823682.11;0.0;0.0;;;;507089.78;;;;;;58061.5;57665.08;1816710.23;486469.15;32302.64;420518.13;;66533.66;-8366.77;-29373.33
C_747;0;GmbH & Co. KG;24103;74900;1937;17.0;GKV;1042153.16;1042153.16;714947.81;30128.22;16.84;26.33;9.49;30145.06;30145.06;20256.15;182589.63;182589.63;80160.96;0.0;0.0;;;;20883.14;;;;;;102428.67;102428.67;133928.73;126171.16;111612.98;;;70993.99;-5804.17;1.46e-11
C_277;0;GmbH;24119;68320;1973;;GKV;9682973.18;9783993.86;8633791.94;405050.7;-42512.51;6769.9;142655.08;362538.19;350706.19;237424.57;4530541.37;4429541.37;3160349.03;369430.77;163337.0;164058.89;179430.12;;189366.17;;;;;;837424.57;736424.57;3799388.55;2858316.37;445637.86;2307465.1;;913712.61;-321894.4;-95558.41
C_256;0;Genossenschaft;26789;68200;1913;;GKV;15270.17;15270.17;15270.17;0.0;1732.62;43.62;;1732.62;1732.62;1451.64;52940.24;52940.24;10468.64;0.0;0.0;;;;;;;;;;42471.6;42471.6;52940.24;33079.74;33079.74;;;8814.14;0.0;0.0
C_983;0;GmbH;26169;46692;2011;;GKV;2765416.26;2764421.26;1449073.52;371233.81;10842.27;11454.91;103.86;382076.08;382076.08;262232.22;1137695.21;1137147.26;212943.77;0.0;0.0;;;;69446.99;;;;;;924751.44;924203.49;1034290.04;1039233.05;53857.17;;;181891.55;-30524.01;-200547.95
C_211;0;GmbH & Co. KG;23611;46493;1927;;GKV;2917695.06;2891189.75;1261922.03;603877.15;-167642.51;10892.39;178539.45;436234.64;436234.64;436234.64;13658228.2;13658228.2;2287477.87;1543379.7;4908368.27;429194.93;1540924.98;4864668.77;404395.43;;;;;;4919002.36;4919002.36;1830518.4;985811.45;975963.95;9847.5;;766462.4;-1005933.78;29189.98
C_404;0;GmbH;23812;10830;1948;688.0;GKV;4653683.95;5077683.95;3066895.14;79670.51;-38718.76;26504.74;65223.5;40951.75;40951.75;23811.35;5084897.58;5084897.58;1893016.07;0.0;0.0;;;;;;;;;;3191881.51;3191881.51;4245591.92;896763.55;169891.56;;;422438.05;-43671.99;55677.16
C_623;0;GmbH;49084;28290;1997;150.0;GKV;1594158.6;1503858.6;510607.24;43683.72;-4371.19;58.81;4430.0;39312.53;39312.53;26816.42;294656.61;294656.61;153567.45;82039.69;0.0;;;;61108.37;;;;;;59049.47;59049.47;190135.65;167934.25;12625.58;;;93444.47;6419.02;-87627.08
C_811;0;BGB-Gesellschaft;49565;35113;2006;;GKV;56000.0;56000.0;56018.2;23793.8;-3161.87;;3161.87;20631.93;20631.93;20631.93;648573.9;639953.13;613797.5;0.0;0.0;;;;;;;;;;34776.4;26155.63;79875.4;61905.4;61905.4;;;16081.29;-572102.28;2975.0
C_474;0;GmbH;21335;20520;1858;185.0;GKV;197930538.6;197272284.7;26947855.95;11889123.68;-153824.45;840.68;154855.42;11735299.23;11714843.23;-1.6799999999999998e-08;40128120.37;40128120.37;35220620.37;0.0;2461973.0;;;;454217.93;;;;;;2445527.0;2445527.0;32809291.04;24618777.77;1012.13;24452421.93;;11658956.29;-1072492.01;-10881648.82
C_864;0;GmbH;21365;25110;1913;;GKV;1363259.16;1363259.16;340819.95;-72.84;72.84;72.84;;0.0;-4.02e-11;0.0;1147484.03;1142607.13;347484.03;0.0;0.0;;;;169505.29;;;;;;800000.0;795123.1;373984.21;311936.72;311936.72;;;-12619.07;0.0;154236.38
C_727;0;GmbH;27572;22220;1986;45.0;GKV;18666830.88;18974875.88;9024886.3;1143918.89;-180365.15;12934.33;193299.48;963553.74;963553.74;709034.03;17170329.37;17170329.37;2880445.9;4262500.0;50000.0;1412500.0;4262500.0;50000.0;864204.71;;;;;;8078382.47;9977383.47;7021491.94;2985563.57;1687109.22;;;-2154134.71;-988402.48;2787500.0
C_027;0;GmbH;26180;68322;1993;;GKV;125457.51;125457.51;30061.62;1992.05;-54.0;;54.0;1938.05;1938.05;1710.05;75829.07;75829.0703;66096.94;9732.13;0.0;;;;7277.73;;;;;;1.46e-11;1.16e-11;75468.07;4736.37;3057.21;;;2790.09;0.0;-438.6
C_223;0;GmbH;26389;62019;1992;;GKV;12856689.62;12856689.62;1694334.2;252215.62;-75380.23;2.39;75382.62;176835.39;176835.39;114836.62;4431113.93;4431113.93;2043299.23;1925000.0;0.0;;;;295311.37;;;;;;461444.7;462814.7;4426866.13;2987818.2;312626.88;2320299.83;;125054.06;1.0;1.8600000000000002e-09
C_216;0;GmbH;26655;49320;1998;;GKV;38305678.66;38892645.13;32581696.49;6102863.41;-1233734.89;149.06;1233883.95;4869128.52;4717757.52;-8.61e-09;28390812.28;17368766.79;13236573.43;0.0;10986347.95;;;;1477329.14;;;;;;4167890.9;-6875312.1;13824649.71;13158026.87;1251143.34;5066782.99;;5139101.58;-572063.27;-4712638.52
C_660;0;GmbH;26125;43330;2002;;GKV;30868312.77;30868312.77;31700436.57;1656321.28;-42389.85;22072.87;255097.97;1613931.43;1613931.43;1595988.72;56812193.37;56767193.37;3994388.93;1269258.81;11416710.7;317617.34;1260515.82;10387811.02;714729.09;;;;;;34013580.48;40086834.93;15164537.5;15128489.01;10579460.11;2485631.26;;2556174.15;-1831137.33;2231255.58
C_070;0;GmbH;26655;49410;2010;;GKV;1052306.53;1048379.32;1061731.39;32111.04;-124.43;221.74;3184.1;31986.61;31986.61;26418.77;501434.65;397730.53;406640.17;74794.48;20000.0;81352.05;74794.48;;226471.58;;;;;;-1.46e-11;-103704.12;264028.38;217919.66;16314.72;63986.99;;-63217.57;-40368.03;-35729.32
C_785;0;GmbH;48455;43130;1996;3160.0;GKV;539301.54;545825.76;546192.86;23364.22;-4358.14;2.77;4360.91;19006.08;19006.08;19006.08;109765.79;42511.85;109765.79;0.0;0.0;;;;;;;;;;3.64e-12;-67253.94;31682.85;20763.6;9400.65;;;12299.93;-5603.44;1.46e-11
C_414;0;GmbH;3044;46692;1992;;GKV;5531405.47;5531405.47;5419403.23;320462.67;4385.05;4385.05;;324847.72;324847.72;324847.72;3707175.91;3706421.56;676464.61;59910.95;0.0;;;;78256.81;;;;;;2912006.35;2970046.0;3293635.1;3233355.95;2362825.2;;;361525.0;-86564.91;413.93
C_288;0;GmbH;2977;35130;1993;112.0;GKV;8231060.5;8129548.57;4697155.93;188063.64;-23207.1;480.5;31187.6;164856.54;164856.54;103589.69;4945453.82;4943997.99;1007405.08;449315.24;1665847.09;;;;271044.39;;;;;;1787607.27;1821430.58;3776591.68;1558397.25;468607.71;1023583.77;;184862.88;-194696.8;-110359.97
C_366;0;GmbH;1640;28250;1990;125.0;GKV;31771842.17;31999926.2;9404033.3;-443923.31;-204910.64;2700.66;154151.1;-648833.95;-648833.95;-584112.6;8861982.32;17772718.06;15205551.35;0.0;0.0;;;;;;;;;;2567166.71;2567166.71;8442472.11;7577380.5;1565128.6;5885960.26;;-4511802.07;-161025.36;2030079.44
C_514;0;GmbH;1768;26520;1990;487.0;GKV;396387.43;396387.43;399347.11;17522.69;;;;17522.69;17522.69;11708.67;133446.4;131860.11;73788.38;0.0;0.0;;;;1800.0;;;;;;59658.02;58071.73;58667.96;46346.05;43120.51;;;-20884.97;-27783.14;-19718.47
C_657;0;GmbH;1156;26400;1990;442.0;GKV;3665636.44;3665636.44;517688.08;115449.24;-542.89;44.96;587.85;114906.35;114906.35;97379.22;402926.12;365734.53;140118.37;0.0;0.0;154.46;;;70183.18;;;;;;262807.75;225616.16;384352.31;308625.72;215578.74;;;209130.83;-3363.33;-49664.92
C_637;0;OHG;1844;46120;1982;;GKV;206378000.0;221892000.0;58586000.0;13102000.0;-2009000.0;;2009000.0;11093000.0;11093000.0;0.0;111838000.0;103696000.0;49870000.0;0.0;20669000.0;15185000.0;;;6118000.0;;;;;;41299000.0;33157000.0;84186000.0;17156000.0;131000.0;55000.0;;-10031000.0;-4770000.0;-10297000.0
C_934;0;GmbH;1445;32502;1992;;GKV;831720.42;831720.42;591230.22;-80745.7;-14450.13;154.95;14605.08;-95195.83;-95195.84;-95386.81;1189775.23;849207.8848;1189775.23;0.0;0.0;;;;105598.65;;;;;;0.0;-302493.78;600307.66;484502.27;305931.02;;;142574.24;-78491.82;5.8200000000000003e-11
C_564;0;GmbH;1809;68201;1993;;GKV;2523108.8;2523108.8;1270617.56;134066.92;-26757.65;65.88;26823.53;107309.27;107309.27;71670.64;1024435.72;1024435.72;579319.32;286768.77;0.0;96442.27;;;370942.26;;;;;;147806.63;158347.63;885444.29;344134.98;20368.75;;;33234.98;-100773.3;15567.13
C_751;0;Sonst. Gewerbetreibende;1896;55101;1993;;GKV;288642.79;290446.61;251266.82;8412.02;-6512.6;;6512.6;1899.42;2205.13;1691.13;194043.12;174086.5;182643.12;0.0;0.0;;;;;;;;;;0.0;-8556.62;144827.5;34913.97;4063.24;;;43472.98;-6821.55;-21307.45
C_606;1;GmbH;1900;49410;1878;;GKV;3012370.16;3003367.58;1890083.92;145661.16;-54006.93;74.57;54081.5;91654.23;91654.23;92648.84;1177579.18;944263.15;685288.65;492290.53;0.0;237065.77;;;201526.08;;;;;;0.0;-233316.03;598482.69;415107.85;6072.86;;;39289.92;-17678.27;-116407.57
C_333;0;GmbH & Co. KG;1705;43220;1996;;GKV;1104648.28;1139855.49;555596.2;79173.31;-3147.55;435.0;3582.55;76025.76;76025.76;61429.3;408793.39;393843.98;179686.56;35040.89;0.0;9994.58;35040.89;;80973.75;;;;;;192116.84;179116.53;344608.39;144188.49;6196.51;72854.37;;46955.93;-39543.38;-12641.57
C_698;0;GmbH;1239;47430;1995;65.0;GKV;1136902.15;1136902.15;1208662.96;30918.95;-23869.68;5765.0;28271.59;7049.27;7049.27;-208.14;1075850.18;668287.18;160844.5;281000.0;0.0;;115000.0;;7593.34;;;;;;634005.68;226442.68;454183.49;446241.23;18902.58;300438.08;;677098.55;-90086.74;-472816.0
C_104;0;GmbH;1471;26511;1996;;GKV;15276308.62;15276308.62;14424262.2;2670946.74;4444.68;10735.5;6350.82;2675391.42;2675391.42;1855504.0;5089320.01;5087221.01;1270702.35;0.0;154172.0;180402.64;;;85343.34;;;;;;3664445.66;3662346.66;3777666.08;3003325.08;2950725.04;;;1948936.65;-84409.55;-1358233.72
C_128;0;GmbH;1471;10130;2004;;GKV;13566568.0;14711919.0;7133662.0;1767837.0;-25073.0;2171.0;27244.0;1742764.0;1749531.0;1212516.0;4896101.0;4848261.0;2456166.0;0.0;0.0;;;;;;;;;;2439935.0;2392095.0;4590748.0;4297010.0;2911186.0;;;2025045.0;-105147.0;-239783.0
C_767;0;GmbH;1277;46731;2001;;GKV;68798684.63;69836980.12;44071887.83;8881536.32;-117295.94;150515.09;267811.03;8764240.38;8764240.38;6710113.87;53058271.15;52249781.73;23098885.96;1554851.71;0.0;5618000.0;1554851.71;;;;;;;;27596044.06;27596044.06;42751896.14;34646700.02;14356099.96;7379048.11;;5838812.59;-825163.29;-5548148.29
C_563;0;GmbH;1833;77390;2002;;GKV;22216264.85;22216264.85;6345008.61;2156725.16;-5310.92;;5310.92;2151414.24;2151414.24;1474817.02;4799597.23;4799597.23;1896831.7;0.0;0.0;;;;462389.3;;;;;;2902765.53;2902765.53;4636515.69;2753927.06;1051959.2;1300471.44;;833814.1;-18087.54;-1159107.38
C_241;0;GmbH;1587;35130;2003;;GKV;3335709.08;5658930.18;2767426.19;42077.49;-19055.33;971.4;20026.73;23022.16;23022.16;-5538.81;2124303.75;2107053.23;2042228.83;0.0;0.0;;;;;;;;;;82074.92;64824.4;1724217.23;931643.95;588.17;;;-190696.13;-130396.69;-326181.37
C_006;0;GmbH;1454;27120;2008;8.0;GKV;853194.07;853194.07;288800.41;36451.37;-104.16;;104.16;36347.21;36522.71;36428.71;63148.31;63148.31;42896.61;0.0;0.0;;;;;;;;;;20251.7;20251.7;60727.22;42944.38;2578.03;40366.35;2500.0;38285.44;-3217.78;-33000.0
